#/Users/anjalisarawgi/anaconda3/envs/gnn_parsing/bin/verilog2graph tum-eisec-benchmarks-main/netlist/gost28147-89_latest/verilog/osu035/gost89_round.v --output_format txt --do-not-zip -o adjlist/gost28147-89_latest/osu035/gost89_round -l lib/osu035_stdcells.lib
# GMT Tue Nov 18 12:23:07 2025
# 
INPUT_\sbox[0]  NAND3X1_262
INPUT_\sbox[361]  NAND3X1_87
INPUT_\sbox[362]  NAND3X1_96
INPUT_\sbox[363]  NAND3X1_105
INPUT_\sbox[364]  NAND3X1_80
INPUT_\sbox[365]  NAND3X1_89
INPUT_\sbox[366]  NAND3X1_98
INPUT_\sbox[367]  NAND3X1_107
INPUT_\sbox[368]  NAND3X1_79
INPUT_\sbox[369]  NAND3X1_88
INPUT_\sbox[370]  NAND3X1_97
INPUT_\sbox[371]  NAND3X1_106
INPUT_\sbox[372]  INVX1_109
INPUT_\sbox[373]  INVX1_115
INPUT_\sbox[374]  INVX1_121
INPUT_\sbox[375]  INVX1_127
INPUT_\sbox[376]  INVX1_110
INPUT_\sbox[377]  INVX1_116
INPUT_\sbox[378]  INVX1_122
INPUT_\sbox[379]  INVX1_128
INPUT_\sbox[380]  NAND3X1_81
INPUT_\sbox[381]  NAND3X1_90
INPUT_\sbox[382]  NAND3X1_99
INPUT_\sbox[383]  NAND3X1_108
INPUT_\sbox[384]  NAND3X1_46
INPUT_\sbox[385]  NAND3X1_55
INPUT_\sbox[386]  NAND3X1_64
INPUT_\sbox[387]  NAND3X1_73
INPUT_\sbox[388]  INVX1_83
INPUT_\sbox[389]  INVX1_89
INPUT_\sbox[390]  INVX1_95
INPUT_\sbox[391]  INVX1_101
INPUT_\sbox[392]  NAND2X1_57
INPUT_\sbox[393]  NAND2X1_61
INPUT_\sbox[394]  NAND2X1_63
INPUT_\sbox[395]  NAND2X1_65
INPUT_\sbox[396]  AOI22X1_5
INPUT_\sbox[397]  AOI22X1_6
INPUT_\sbox[398]  AOI22X1_7
INPUT_\sbox[399]  AOI22X1_8
INPUT_\sbox[400]  AOI22X1_5
INPUT_\sbox[401]  AOI22X1_6
INPUT_\sbox[402]  AOI22X1_7
INPUT_\sbox[403]  AOI22X1_8
INPUT_\sbox[404]  INVX1_79
INPUT_\sbox[405]  INVX1_85
INPUT_\sbox[406]  INVX1_91
INPUT_\sbox[407]  INVX1_97
INPUT_\sbox[408]  INVX1_80
INPUT_\sbox[409]  INVX1_86
INPUT_\sbox[410]  INVX1_92
INPUT_\sbox[411]  INVX1_98
INPUT_\sbox[412]  NAND3X1_48
INPUT_\sbox[413]  NAND3X1_57
INPUT_\sbox[414]  NAND3X1_66
INPUT_\sbox[415]  NAND3X1_75
INPUT_\sbox[416]  NAND2X1_60
INPUT_\sbox[417]  NAND2X1_62
INPUT_\sbox[418]  NAND2X1_64
INPUT_\sbox[419]  NAND2X1_66
INPUT_\sbox[420]  INVX1_74
INPUT_\sbox[421]  INVX1_84
INPUT_\sbox[422]  INVX1_90
INPUT_\sbox[423]  INVX1_96
INPUT_\sbox[424]  NAND3X1_42
INPUT_\sbox[425]  NAND3X1_51
INPUT_\sbox[426]  NAND3X1_60
INPUT_\sbox[427]  NAND3X1_69
INPUT_\sbox[428]  NAND3X1_44
INPUT_\sbox[429]  NAND3X1_53
INPUT_\sbox[430]  NAND3X1_62
INPUT_\sbox[431]  NAND3X1_71
INPUT_\sbox[432]  NAND3X1_43
INPUT_\sbox[433]  NAND3X1_52
INPUT_\sbox[434]  NAND3X1_61
INPUT_\sbox[435]  NAND3X1_70
INPUT_\sbox[436]  INVX1_81
INPUT_\sbox[437]  INVX1_87
INPUT_\sbox[438]  INVX1_93
INPUT_\sbox[439]  INVX1_99
INPUT_\sbox[440]  INVX1_82
INPUT_\sbox[441]  INVX1_88
INPUT_\sbox[442]  INVX1_94
INPUT_\sbox[443]  INVX1_100
INPUT_\sbox[444]  NAND3X1_45
INPUT_\sbox[445]  NAND3X1_54
INPUT_\sbox[446]  NAND3X1_63
INPUT_\sbox[447]  NAND3X1_72
INPUT_\sbox[448]  NAND3X1_10
INPUT_\sbox[449]  NAND3X1_19
INPUT_\sbox[450]  NAND3X1_28
INPUT_\sbox[451]  NAND3X1_37
INPUT_\sbox[452]  INVX1_55
INPUT_\sbox[453]  INVX1_61
INPUT_\sbox[454]  INVX1_67
INPUT_\sbox[455]  INVX1_73
INPUT_\sbox[456]  NAND2X1_39
INPUT_\sbox[457]  NAND2X1_43
INPUT_\sbox[458]  NAND2X1_45
INPUT_\sbox[459]  NAND2X1_47
INPUT_\sbox[460]  AOI22X1_1
INPUT_\sbox[461]  AOI22X1_2
INPUT_\sbox[462]  AOI22X1_3
INPUT_\sbox[463]  AOI22X1_4
INPUT_\sbox[464]  AOI22X1_1
INPUT_\sbox[465]  AOI22X1_2
INPUT_\sbox[466]  AOI22X1_3
INPUT_\sbox[467]  AOI22X1_4
INPUT_\sbox[468]  INVX1_51
INPUT_\sbox[469]  INVX1_57
INPUT_\sbox[470]  INVX1_63
INPUT_\sbox[471]  INVX1_69
INPUT_\sbox[472]  INVX1_52
INPUT_\sbox[473]  INVX1_58
INPUT_\sbox[474]  INVX1_64
INPUT_\sbox[475]  INVX1_70
INPUT_\sbox[476]  NAND3X1_12
INPUT_\sbox[477]  NAND3X1_21
INPUT_\sbox[478]  NAND3X1_30
INPUT_\sbox[479]  NAND3X1_39
INPUT_\sbox[480]  NAND2X1_42
INPUT_\sbox[481]  NAND2X1_44
INPUT_\sbox[482]  NAND2X1_46
INPUT_\sbox[483]  NAND2X1_48
INPUT_\sbox[484]  INVX1_46
INPUT_\sbox[485]  INVX1_56
INPUT_\sbox[486]  INVX1_62
INPUT_\sbox[487]  INVX1_68
INPUT_\sbox[488]  NAND3X1_6
INPUT_\sbox[489]  NAND3X1_15
INPUT_\sbox[490]  NAND3X1_24
INPUT_\sbox[491]  NAND3X1_33
INPUT_\sbox[492]  NAND3X1_8
INPUT_\sbox[493]  NAND3X1_17
INPUT_\sbox[494]  NAND3X1_26
INPUT_\sbox[495]  NAND3X1_35
INPUT_\sbox[496]  NAND3X1_7
INPUT_\sbox[497]  NAND3X1_16
INPUT_\sbox[498]  NAND3X1_25
INPUT_\sbox[499]  NAND3X1_34
INPUT_\sbox[500]  INVX1_53
INPUT_\sbox[501]  INVX1_59
INPUT_\sbox[502]  INVX1_65
INPUT_\sbox[503]  INVX1_71
INPUT_\sbox[504]  INVX1_54
INPUT_\sbox[505]  INVX1_60
INPUT_\sbox[506]  INVX1_66
INPUT_\sbox[507]  INVX1_72
INPUT_\sbox[508]  NAND3X1_9
INPUT_\sbox[509]  NAND3X1_18
INPUT_\sbox[510]  NAND3X1_27
INPUT_\sbox[511]  NAND3X1_36
INPUT_\key[0]  NAND2X1_1 XOR2X1_11
INPUT_\key[1]  NOR2X1_1 NAND2X1_2
INPUT_\key[2]  AND2X2_1 NOR2X1_3
INPUT_\key[3]  NOR2X1_5 AND2X2_2
INPUT_\key[4]  OR2X2_1 NAND2X1_4 NOR2X1_7 AND2X2_3
INPUT_\key[5]  OR2X2_2 NAND2X1_6 AND2X2_4 NOR2X1_9
INPUT_\key[6]  AND2X2_5 NOR2X1_11 OR2X2_7 NAND2X1_16
INPUT_\key[7]  NOR2X1_13 AND2X2_6 XNOR2X1_11
INPUT_\key[8]  AND2X2_7 NOR2X1_16
INPUT_\key[9]  NOR2X1_18 AND2X2_8
INPUT_\key[10]  AND2X2_9 NOR2X1_20
INPUT_\key[11]  NOR2X1_25 AND2X2_11
INPUT_\key[12]  NOR2X1_28 AND2X2_12
INPUT_\key[13]  NOR2X1_30 AND2X2_13
INPUT_\key[14]  AND2X2_14 NOR2X1_32
INPUT_\key[15]  NOR2X1_34 AND2X2_15
INPUT_\key[16]  NOR2X1_37 INVX1_12
INPUT_\key[17]  INVX1_14 NOR2X1_40
INPUT_\key[18]  INVX1_18 NOR2X1_43
INPUT_\key[19]  AND2X2_18 NOR2X1_45
INPUT_\key[20]  INVX1_22 NOR2X1_49
INPUT_\key[21]  INVX1_24 NOR2X1_53 OAI21X1_21
INPUT_\key[22]  NAND2X1_19 NOR2X1_55
INPUT_\key[23]  AND2X2_22 NOR2X1_59
INPUT_\key[24]  INVX1_29 NOR2X1_64
INPUT_\key[25]  AND2X2_23 NOR2X1_66
INPUT_\key[26]  INVX1_32 NOR2X1_69
INPUT_\key[27]  NOR2X1_71 NAND2X1_25
INPUT_\key[28]  NOR2X1_76 INVX1_37
INPUT_\key[29]  NOR2X1_79 NAND2X1_27
INPUT_\key[30]  OR2X2_10 NAND2X1_28
INPUT_\key[31]  XNOR2X1_17
INPUT_\n1[0]  NAND2X1_1 XOR2X1_11
INPUT_\n1[1]  NOR2X1_1 NAND2X1_2
INPUT_\n1[2]  AND2X2_1 NOR2X1_3
INPUT_\n1[3]  NOR2X1_5 AND2X2_2
INPUT_\n1[4]  OR2X2_1 NAND2X1_4 NOR2X1_7 AND2X2_3
INPUT_\n1[5]  OR2X2_2 NAND2X1_6 AND2X2_4 NOR2X1_9
INPUT_\n1[6]  AND2X2_5 NOR2X1_11 INVX1_21
INPUT_\n1[7]  NOR2X1_13 AND2X2_6 XNOR2X1_11
INPUT_\n1[8]  AND2X2_7 NOR2X1_16
INPUT_\n1[9]  NOR2X1_18 AND2X2_8
INPUT_\n1[10]  AND2X2_9 NOR2X1_20
INPUT_\n1[11]  NOR2X1_25 AND2X2_11
INPUT_\n1[12]  NOR2X1_28 AND2X2_12
INPUT_\n1[13]  NOR2X1_30 AND2X2_13
INPUT_\n1[14]  AND2X2_14 NOR2X1_32
INPUT_\n1[15]  NOR2X1_34 AND2X2_15
INPUT_\n1[16]  NOR2X1_37 INVX1_13
INPUT_\n1[17]  INVX1_15 NOR2X1_40
INPUT_\n1[18]  INVX1_19 NOR2X1_43
INPUT_\n1[19]  AND2X2_18 NOR2X1_45
INPUT_\n1[20]  INVX1_23 NOR2X1_49
INPUT_\n1[21]  INVX1_25 NOR2X1_53 OAI21X1_21
INPUT_\n1[22]  NAND2X1_19 NOR2X1_55
INPUT_\n1[23]  AND2X2_22 NOR2X1_59
INPUT_\n1[24]  INVX1_30 NOR2X1_64
INPUT_\n1[25]  AND2X2_23 NOR2X1_66
INPUT_\n1[26]  INVX1_33 NOR2X1_69
INPUT_\n1[27]  NOR2X1_71 NAND2X1_25
INPUT_\n1[28]  NOR2X1_76 INVX1_38
INPUT_\n1[29]  NOR2X1_79 NAND2X1_27
INPUT_\n1[30]  OR2X2_10 NAND2X1_28
INPUT_\n1[31]  XNOR2X1_17
INPUT_\n2[0]  XOR2X1_12
INPUT_\n2[1]  XOR2X1_13
INPUT_\n2[2]  XOR2X1_14
INPUT_\n2[3]  XOR2X1_15
INPUT_\n2[4]  XOR2X1_16
INPUT_\n2[5]  XOR2X1_17
INPUT_\n2[6]  XOR2X1_18
INPUT_\n2[7]  XOR2X1_19
INPUT_\n2[8]  XOR2X1_20
INPUT_\n2[9]  XOR2X1_21
INPUT_\n2[10]  XOR2X1_22
INPUT_\n2[11]  XOR2X1_23
INPUT_\n2[12]  XOR2X1_24
INPUT_\n2[13]  XOR2X1_25
INPUT_\n2[14]  XOR2X1_26
INPUT_\n2[15]  XOR2X1_27
INPUT_\n2[16]  XOR2X1_28
INPUT_\n2[17]  XOR2X1_29
INPUT_\n2[18]  XOR2X1_30
INPUT_\n2[19]  XOR2X1_31
INPUT_\n2[20]  XOR2X1_32
INPUT_\n2[21]  XOR2X1_33
INPUT_\n2[22]  XOR2X1_34
INPUT_\n2[23]  XOR2X1_35
INPUT_\n2[24]  XOR2X1_36
INPUT_\n2[25]  XOR2X1_37
INPUT_\n2[26]  XOR2X1_38
INPUT_\n2[27]  XOR2X1_39
INPUT_\n2[28]  XOR2X1_40
INPUT_\n2[29]  XOR2X1_41
INPUT_\n2[30]  XOR2X1_42
INPUT_\n2[31]  XOR2X1_1
OUTPUT_\out1[0] 
OUTPUT_\out1[1] 
OUTPUT_\out1[2] 
OUTPUT_\out1[3] 
OUTPUT_\out1[4] 
OUTPUT_\out1[5] 
OUTPUT_\out1[6] 
OUTPUT_\out1[7] 
OUTPUT_\out1[8] 
OUTPUT_\out1[9] 
